product,Period,Actual Consumption,Service Excel,Service AI,Consumption Excel,Consumption AI,Demographic,Consumption LMIS,Forecast Type,Adopted
Implanon,Jul-23,34617,"36,377","30,486","32,824","29,880","23,584",,Main,Service AI
Implanon,Aug-23,34754,"36,377","31,102","32,824","29,944","23,584",,Main,Service AI
Implanon,Sept-23,28470,"36,377","29,557","32,824","29,717","23,584",,Main,Service AI
Implanon,Oct-23,25853,"36,377","30,286","32,824","29,472","23,584",,Main,Service AI
Implanon,Nov-23,24382,"36,377","31,400","32,824","30,186","23,584",,Main,Service AI
Implanon,Dec-23,19385,"36,377","30,317","32,824","29,685","23,584",,Main,Service AI
Implanon,Jan-24,19800,"36,377","30,122","32,824","30,106","23,584",,Main,Service AI
Implanon,Feb-24,27260,"36,377","29,912","32,824","29,814","23,584",,Main,Service AI
Implanon,Mar-24,32320,"36,377","29,932","32,824","29,768","23,584",,Main,Service AI
Implanon,Apr-24,29470,"36,377","29,975","32,824","29,501","23,584",,Main,Service AI
Implanon,May-24,32076,"36,377","30,073","32,824","29,569","23,584",,Main,Service AI
Implanon,Jun-24,36060,"36,377","29,730","32,824","29,107","23,584",,Main,Service AI
,,,,,,,,,,
Implanon,Jul-24,"30,691","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Aug-24,"28,193","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Sept-24,"26,130","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Oct-24,"27,074","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Nov-24,"29,744","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Dec-24,"25,247","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Jan-25,"25,682","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Feb-25,"24,780","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Mar-25,"23,977","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Apr-25,"33,025","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,May-25,"28,804","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
Implanon,Jun-25,"29,200","342,060","402,264","409,236","348,876","337,356",,Main,Consumption Excel
,,,,,,,,,,
Implanon,Jul-24,"30,691","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Aug-24,"28,193","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Sept-24,"26,130","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Oct-24,"27,074","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Nov-24,"29,744","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Dec-24,"25,247","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Jan-25,"25,682","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Feb-25,"24,780","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Mar-25,"23,977","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Apr-25,"33,025","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,May-25,"28,804","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
Implanon,Jun-25,"29,200","397,692","409,236","326,940","353,196","125,304",,Review,Service AI
,,,,,,,,,,
Implanon,Jul-25,"45,218",,"37,527",,"30,096","15,705","39,705",Main,Service AI
Implanon,Aug-25,"39,880",,"36,217",,"29,123","15,705","39,705",Main,Service AI
Implanon,Sept-25,"42,273",,"34,626",,"27,561","15,705","39,705",Main,Service AI
Implanon,Oct-25,"36,806",,"34,931",,"26,686","15,705","39,705",Main,Service AI
Implanon,Nov-25,"37,186",,"35,509",,"26,350","15,705","39,705",Main,Service AI
Implanon,Dec-25,"32,920",,"32,651",,"24,450","15,705","39,705",Main,Service AI
Implanon,Jan-26,,,"34,687",,"27,108","15,705","39,705",Main,Service AI
Implanon,Feb-26,,,"33,827",,"27,005","15,705","39,705",Main,Service AI
Implanon,Mar-26,,,"34,898",,"28,358","15,705","39,705",Main,Service AI
Implanon,Apr-26,,,"35,486",,"29,574","15,705","39,705",Main,Service AI
Implanon,May-26,,,"36,074",,"29,904","15,705","39,705",Main,Service AI
Implanon,Jun-26,,,"36,662",,"30,716","15,705","39,705",Main,Service AI
,,,,,,,,,,
EC_Pills,Jul-23,6531,"4,224","5,353","3,424","4,041","97,281",,Main,Demographic
EC_Pills,Aug-23,5315,"4,224","5,353","3,424","4,006","97,281",,Main,Demographic
EC_Pills,Sept-23,5300,"4,224","5,353","3,424","4,000","97,281",,Main,Demographic
EC_Pills,Oct-23,5526,"4,224","5,353","3,424","4,028","97,281",,Main,Demographic
EC_Pills,Nov-23,5378,"4,224","5,353","3,424","4,049","97,281",,Main,Demographic
EC_Pills,Dec-23,5821,"4,224","5,353","3,424","4,037","97,281",,Main,Demographic
EC_Pills,Jan-24,6002,"4,224","5,353","3,424","3,982","97,281",,Main,Demographic
EC_Pills,Feb-24,5987,"4,224","5,353","3,424","4,004","97,281",,Main,Demographic
EC_Pills,Mar-24,6629,"4,224","5,353","3,424","3,967","97,281",,Main,Demographic
EC_Pills,Apr-24,6441,"4,224","5,353","3,424","4,013","97,281",,Main,Demographic
EC_Pills,May-24,6517,"4,224","5,353","3,424","4,013","97,281",,Main,Demographic
EC_Pills,Jun-24,6835,"4,224","5,353","3,424","3,980","97,281",,Main,Demographic
,,,,,,,,,,
EC_Pills,Jul-24,"7,719","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Aug-24,"7,690","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Sept-24,"7,086","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Oct-24,"7,822","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Nov-24,"7,025","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Dec-24,"7,160","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Jan-25,"7,059","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Feb-25,"5,941","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Mar-25,"5,922","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Apr-25,"6,689","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,May-25,"6,293","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
EC_Pills,Jun-25,"6,177","67,620","64,884","54,024","88,440","40,860",,Main,Demographic
,,,,,,,,,,
EC_Pills,Jul-24,"7,719","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Aug-24,"7,690","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Sept-24,"7,086","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Oct-24,"7,822","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Nov-24,"7,025","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Dec-24,"7,160","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Jan-25,"7,059","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Feb-25,"5,941","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Mar-25,"5,922","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Apr-25,"6,689","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,May-25,"6,293","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
EC_Pills,Jun-25,"6,177","121,992","40,860","79,212","78,564","39,216",,Review,Consumption AI
,,,,,,,,,,
EC_Pills,Jul-25,"5,877",,"11,131",,"7,256","6,057","10,311",Main,Service AI
EC_Pills,Aug-25,"5,922",,"11,394",,"7,140","6,057","10,311",Main,Service AI
EC_Pills,Sept-25,"5,544",,"11,131",,"6,957","6,057","10,311",Main,Service AI
EC_Pills,Oct-25,"5,323",,"11,131",,"7,148","6,057","10,311",Main,Service AI
EC_Pills,Nov-25,"5,293",,"11,229",,"6,921","6,057","10,311",Main,Service AI
EC_Pills,Dec-25,"5,333",,"11,131",,"7,014","6,057","10,311",Main,Service AI
EC_Pills,Jan-26,,,"11,005",,"6,389","6,057","10,311",Main,Service AI
EC_Pills,Feb-26,,,"10,771",,"6,136","6,057","10,311",Main,Service AI
EC_Pills,Mar-26,,,"10,881",,"6,287","6,057","10,311",Main,Service AI
EC_Pills,Apr-26,,,"10,925",,"6,537","6,057","10,311",Main,Service AI
EC_Pills,May-26,,,"10,865",,"6,321","6,057","10,311",Main,Service AI
EC_Pills,Jun-26,,,"10,954",,"6,293","6,057","10,311",Main,Service AI
,,,,,,,,,,
COCs,Jul-23,98333,"130,776","140,976","146,879","138,188","385,017",,Main,Consumption AI
COCs,Aug-23,108632,"130,776","142,292","146,879","159,669","385,017",,Main,Consumption AI
COCs,Sept-23,102115,"130,776","141,468","146,879","124,859","385,017",,Main,Consumption AI
COCs,Oct-23,100006,"130,776","141,350","146,879","125,506","385,017",,Main,Consumption AI
COCs,Nov-23,103295,"130,776","142,496","146,879","124,832","385,017",,Main,Consumption AI
COCs,Dec-23,100415,"130,776","140,906","146,879","148,321","385,017",,Main,Consumption AI
COCs,Jan-24,130285,"130,776","144,232","146,879","143,372","385,017",,Main,Consumption AI
COCs,Feb-24,122131,"130,776","142,224","146,879","158,545","385,017",,Main,Consumption AI
COCs,Mar-24,115311,"130,776","141,240","146,879","150,946","385,017",,Main,Consumption AI
COCs,Apr-24,111040,"130,776","142,010","146,879","147,210","385,017",,Main,Consumption AI
COCs,May-24,130424,"130,776","142,196","146,879","155,297","385,017",,Main,Consumption AI
COCs,Jun-24,120322,"130,776","141,584","146,879","137,178","385,017",,Main,Consumption AI
,,,,,,,,,,
COCs,Jul-24,"117,582","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Aug-24,"114,987","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Sept-24,"107,554","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Oct-24,"100,764","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Nov-24,"92,449","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Dec-24,"83,034","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Jan-25,"85,991","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Feb-25,"74,399","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Mar-25,"67,244","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Apr-25,"59,668","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,May-25,"53,405","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
COCs,Jun-25,"43,432","1,611,444","1,365,012","1,660,824","1,214,076","1,626,060",,Main,Service AI
,,,,,,,,,,
COCs,Jul-24,"117,582","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Aug-24,"114,987","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Sept-24,"107,554","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Oct-24,"100,764","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Nov-24,"92,449","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Dec-24,"83,034","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Jan-25,"85,991","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Feb-25,"74,399","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Mar-25,"67,244","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Apr-25,"59,668","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,May-25,"53,405","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
COCs,Jun-25,"43,432","1,683,504","1,626,060","1,374,276","1,454,076","1,518,072",,Review,Service AI
,,,,,,,,,,
COCs,Jul-25,"38,583",,"60,240",,"7,256","281,445","123,803",Main,Consumption LMIS
COCs,Aug-25,"34,029",,"60,026",,"7,140","281,445","123,803",Main,Consumption LMIS
COCs,Sept-25,"41,573",,"60,602",,"6,957","281,445","123,803",Main,Consumption LMIS
COCs,Oct-25,"39,445",,"60,788",,"7,148","281,445","123,803",Main,Consumption LMIS
COCs,Nov-25,"26,724",,"60,026",,"6,921","281,445","123,803",Main,Consumption LMIS
COCs,Dec-25,"17,503",,"60,026",,"7,014","281,445","123,803",Main,Consumption LMIS
COCs,Jan-26,,,"64,514",,"6,389","281,445","123,803",Main,Consumption LMIS
COCs,Feb-26,,,"60,887",,"6,136","281,445","123,803",Main,Consumption LMIS
COCs,Mar-26,,,"60,456",,"6,287","281,445","123,803",Main,Consumption LMIS
COCs,Apr-26,,,"62,078",,"6,537","281,445","123,803",Main,Consumption LMIS
COCs,May-26,,,"60,026",,"6,321","281,445","123,803",Main,Consumption LMIS
COCs,Jun-26,,,"60,026",,"6,293","281,445","123,803",Main,Consumption LMIS
,,,,,,,,,,
DMPA-IM,Jul-23,195891,"217,170","216,721","208,037","227,074","287,552",,Main,Demographic
DMPA-IM,Aug-23,208750,"217,170","225,710","208,037","227,875","287,552",,Main,Demographic
DMPA-IM,Sept-23,206618,"217,170","231,246","208,037","228,703","287,552",,Main,Demographic
DMPA-IM,Oct-23,192611,"217,170","240,201","208,037","229,505","287,552",,Main,Demographic
DMPA-IM,Nov-23,200081,"217,170","246,518","208,037","230,333","287,552",,Main,Demographic
DMPA-IM,Dec-23,202906,"217,170","247,744","208,037","231,162","287,552",,Main,Demographic
DMPA-IM,Jan-24,217289,"217,170","259,281","208,037","231,963","287,552",,Main,Demographic
DMPA-IM,Feb-24,191762,"217,170","264,568","208,037","232,791","287,552",,Main,Demographic
DMPA-IM,Mar-24,207029,"217,170","268,515","208,037","233,593","287,552",,Main,Demographic
DMPA-IM,Apr-24,200364,"217,170","274,568","208,037","234,421","287,552",,Main,Demographic
DMPA-IM,May-24,220112,"217,170","279,460","208,037","235,249","287,552",,Main,Demographic
DMPA-IM,Jun-24,212825,"217,170","287,913","208,037","236,024","287,552",,Main,Demographic
,,,,,,,,,,
DMPA-IM,Jul-24,"228,424","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Aug-24,"216,668","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Sept-24,"210,510","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Oct-24,"218,819","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Nov-24,"207,141","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Dec-24,"202,942","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Jan-25,"212,054","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Feb-25,"183,451","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Mar-25,"175,516","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Apr-25,"207,478","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,May-25,"208,829","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
DMPA-IM,Jun-25,"171,417","2,579,244","2,545,476","2,523,432","2,418,492","3,430,284",,Main,Consumption AI
,,,,,,,,,,
DMPA-IM,Jul-24,"228,424","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Aug-24,"216,668","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Sept-24,"210,510","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Oct-24,"218,819","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Nov-24,"207,141","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Dec-24,"202,942","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Jan-25,"212,054","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Feb-25,"183,451","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Mar-25,"175,516","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Apr-25,"207,478","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,May-25,"208,829","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
DMPA-IM,Jun-25,"171,417","2,583,576","2,418,492","2,509,068","2,507,388","3,207,672",,Review,Consumption AI
,,,,,,,,,,
DMPA-IM,Jul-25,"168,495",,"207,438",,"196,283","300,929",216901,Main,Consumption LMIS
DMPA-IM,Aug-25,"157,570",,"207,727",,"199,207","300,929",216901,Main,Consumption LMIS
DMPA-IM,Sept-25,"172,603",,"211,920",,"203,443","300,929",216901,Main,Consumption LMIS
DMPA-IM,Oct-25,"158,034",,"209,605",,"201,357","300,929",216901,Main,Consumption LMIS
DMPA-IM,Nov-25,"142,110",,"206,846",,"198,469","300,929",216901,Main,Consumption LMIS
DMPA-IM,Dec-25,"123,485",,"212,060",,"204,791","300,929",216901,Main,Consumption LMIS
DMPA-IM,Jan-26,,,"214,110",,"198,416","300,929",216901,Main,Consumption LMIS
DMPA-IM,Feb-26,,,"203,448",,"188,675","300,929",216901,Main,Consumption LMIS
DMPA-IM,Mar-26,,,"199,631",,"189,329","300,929",216901,Main,Consumption LMIS
DMPA-IM,Apr-26,,,"208,776",,"198,266","300,929",216901,Main,Consumption LMIS
DMPA-IM,May-26,,,"205,153",,"197,448","300,929",216901,Main,Consumption LMIS
DMPA-IM,Jun-26,,,"207,711",,"195,918","300,929",216901,Main,Consumption LMIS
,,,,,,,,,,
DMPA-SC,Jul-23,18663,"4,301","5,145","2,141","1,976","71,888",,Main,Demographic
DMPA-SC,Aug-23,24493,"4,301","5,231","2,141","2,040","71,888",,Main,Demographic
DMPA-SC,Sept-23,29549,"4,301","5,320","2,141","2,087","71,888",,Main,Demographic
DMPA-SC,Oct-23,33595,"4,301","5,406","2,141","2,100","71,888",,Main,Demographic
DMPA-SC,Nov-23,36336,"4,301","5,495","2,141","2,184","71,888",,Main,Demographic
DMPA-SC,Dec-23,37892,"4,301","5,584","2,141","2,222","71,888",,Main,Demographic
DMPA-SC,Jan-24,48538,"4,301","5,670","2,141","2,275","71,888",,Main,Demographic
DMPA-SC,Feb-24,46835,"4,301","5,759","2,141","2,349","71,888",,Main,Demographic
DMPA-SC,Mar-24,43184,"4,301","5,845","2,141","2,402","71,888",,Main,Demographic
DMPA-SC,Apr-24,42977,"4,301","5,934","2,141","2,438","71,888",,Main,Demographic
DMPA-SC,May-24,49097,"4,301","6,023","2,141","2,496","71,888",,Main,Demographic
DMPA-SC,Jun-24,47927,"4,301","6,106","2,141","2,555","71,888",,Main,Demographic
,,,,,,,,,,
DMPA-SC,Jul-24,"56,685","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Aug-24,"58,686","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Sept-24,"62,225","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Oct-24,"67,348","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Nov-24,"57,400","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Dec-24,"54,771","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Jan-25,"55,164","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Feb-25,"48,725","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Mar-25,"45,777","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Apr-25,"44,680","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,May-25,"49,723","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
DMPA-SC,Jun-25,"56,461","272,640","425,856","485,208","414,600","861,168",,Main,Demographic
,,,,,,,,,,
DMPA-SC,Jul-24,"56,685","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Aug-24,"58,686","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Sept-24,"62,225","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Oct-24,"67,348","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Nov-24,"57,400","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Dec-24,"54,771","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Jan-25,"55,164","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Feb-25,"48,725","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Mar-25,"45,777","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Apr-25,"44,680","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,May-25,"49,723","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
DMPA-SC,Jun-25,"56,461","567,096","861,168","567,024","527,628","801,924",,Review,Demographic
,,,,,,,,,,
DMPA-SC,Jul-25,"64,513",,"51,912",,"54,391","128,970","76,857",Main,Service AI
DMPA-SC,Aug-25,"56,536",,"52,571",,"57,034","128,970","76,857",Main,Service AI
DMPA-SC,Sept-25,"70,416",,"52,571",,"57,673","128,970","76,857",Main,Service AI
DMPA-SC,Oct-25,"72,793",,"54,713",,"59,183","128,970","76,857",Main,Service AI
DMPA-SC,Nov-25,"76,227",,"52,571",,"52,037","128,970","76,857",Main,Service AI
DMPA-SC,Dec-25,"87,115",,"52,070",,"52,667","128,970","76,857",Main,Service AI
DMPA-SC,Jan-26,,,"51,842",,"50,361","128,970","76,857",Main,Service AI
DMPA-SC,Feb-26,,,"51,842",,"51,359","128,970","76,857",Main,Service AI
DMPA-SC,Mar-26,,,"48,126",,"46,085","128,970","76,857",Main,Service AI
DMPA-SC,Apr-26,,,"48,296",,"45,382","128,970","76,857",Main,Service AI
DMPA-SC,May-26,,,"48,773",,"49,569","128,970","76,857",Main,Service AI
DMPA-SC,Jun-26,,,"52,305",,"55,480","128,970","76,857",Main,Service AI
,,,,,,,,,,
Hormonal IUCD,Jul-23,1367,960,"1,616","4,248","1,526","2,645",,Main,Demographic
Hormonal IUCD,Aug-23,873,960,"1,653","4,248","1,518","2,645",,Main,Demographic
Hormonal IUCD,Sept-23,708,960,"1,646","4,248","1,522","2,645",,Main,Demographic
Hormonal IUCD,Oct-23,743,960,"1,644","4,248","1,550","2,645",,Main,Demographic
Hormonal IUCD,Nov-23,686,960,"1,696","4,248","1,617","2,645",,Main,Demographic
Hormonal IUCD,Dec-23,486,960,"1,692","4,248","1,550","2,645",,Main,Demographic
Hormonal IUCD,Jan-24,549,960,"1,705","4,248","1,620","2,645",,Main,Demographic
Hormonal IUCD,Feb-24,796,960,"1,703","4,248","1,672","2,645",,Main,Demographic
Hormonal IUCD,Mar-24,717,960,"1,773","4,248","1,697","2,645",,Main,Demographic
Hormonal IUCD,Apr-24,666,960,"1,784","4,248","1,679","2,645",,Main,Demographic
Hormonal IUCD,May-24,997,960,"1,785","4,248","1,755","2,645",,Main,Demographic
Hormonal IUCD,Jun-24,702,960,"1,788","4,248","1,754","2,645",,Main,Demographic
,,,,,,,,,,
Hormonal IUCD,Jul-24,"1,082","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Aug-24,"1,310","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Sept-24,"1,403","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Oct-24,"1,145","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Nov-24,"1,044","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Dec-24,876,"9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Jan-25,"1,104","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Feb-25,"1,247","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Mar-25,863,"9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Apr-25,874,"9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,May-25,943,"9,768","15,492","44,496","9,372","11,976",,Main,Demographic
Hormonal IUCD,Jun-25,"1,074","9,768","15,492","44,496","9,372","11,976",,Main,Demographic
,,,,,,,,,,
